1	22	21	941	214	1
1	24	21	941	258	1
1	28	21	941	213	1
1	39	21	941	223	1
1	43	21	941	203	1
1	48	21	941	236	1
1	51	21	941	219	1
1	56	21	941	255	1
1	64	21	941	236	1
1	67	21	941	210	1
1	72	21	941	210	1
1	75	21	941	307	1
1	82	21	941	179	1
1	84	21	941	252	1
1	85	21	941	223	1
1	86	21	941	184	1
1	89	21	941	199	1
1	94	21	941	258	1
1	101	21	941	269	1
1	104	21	941	322	1
1	105	21	941	294	1
1	111	21	941	235	1
1	129	21	941	218	1
1	131	21	941	314	1
1	138	21	941	123	1
1	141	21	941	235	1
1	143	21	941	248	1
1	148	21	941	232	1
1	154	21	941	189	1
1	156	21	941	219	1
1	163	21	941	212	1
1	166	21	941	294	1
1	170	21	941	231	1
1	172	21	941	283	1
1	182	21	941	235	1
1	185	21	941	225	1
1	191	21	941	248	1
1	212	21	941	327	1
1	225	21	941	218	1
1	226	21	941	312	1
1	242	21	941	217	1
1	250	21	941	198	1
1	253	21	941	231	1
1	261	21	941	217	1
1	267	21	941	220	1
1	268	21	941	217	1
1	269	21	941	218	1
1	273	21	941	224	1
1	275	21	941	238	1
1	277	21	941	187	1
1	282	21	941	164	1
1	288	21	941	209	1
1	290	21	941	210	1
1	292	21	941	311	3
1	295	21	941	179	1
1	297	21	941	247	1
1	309	21	941	225	1
1	310	21	941	212	1
1	315	21	941	217	1
1	327	21	941	245	1
1	339	21	941	326	1
1	342	21	941	154	3
1	352	21	941	177	3
1	353	21	941	229	1
1	355	21	941	317	1
1	360	21	941	278	1
1	369	21	941	214	1
1	370	21	941	228	1
1	374	21	941	214	1
1	375	21	941	270	1
1	376	21	941	230	1
1	377	21	941	222	1
1	391	21	941	242	1
1	392	21	941	190	1
1	393	21	941	257	1
1	396	21	941	201	1
1	404	21	941	230	1
1	405	21	941	209	1
1	409	21	941	228	1
1	411	21	941	308	1
1	413	21	941	287	1
1	421	21	941	306	1
1	426	21	941	308	1
1	428	21	941	222	1
1	435	21	941	194	1
1	440	21	941	287	1
1	449	21	941	287	1
1	452	21	941	164	1
1	458	21	941	211	1
1	460	21	941	286	1
1	461	21	941	229	1
1	463	21	941	199	1
1	468	21	941	298	1
1	470	21	941	169	1
1	472	21	941	285	1
1	475	21	941	172	3
1	479	21	941	222	1
1	483	21	941	229	1
1	485	21	941	379	1
1	487	21	941	358	1
1	491	21	941	162	3
1	492	21	941	236	1
1	493	21	941	312	1
1	496	21	941	269	1
1	499	21	941	221	1
1	502	21	941	223	1
1	503	21	941	308	1
1	505	21	941	186	1
1	509	21	941	228	1
1	510	21	941	270	1
1	513	21	941	344	1
1	516	21	941	236	1
1	518	21	941	273	1
1	519	21	941	203	1
1	526	21	941	289	1
1	528	21	941	215	1
1	529	21	941	260	1
1	531	21	941	210	1
1	533	21	941	244	1
1	539	21	941	222	1
1	540	21	941	226	1
1	21	21	942	248	1
1	25	21	942	194	1
1	26	21	942	246	1
1	31	21	942	164	1
1	32	21	942	245	1
1	34	21	942	217	1
1	41	21	942	305	1
1	44	21	942	227	1
1	50	21	942	295	1
1	52	21	942	225	1
1	53	21	942	232	1
1	54	21	942	218	1
1	57	21	942	244	1
1	60	21	942	296	1
1	66	21	942	212	1
1	71	21	942	264	1
1	87	21	942	248	1
1	91	21	942	228	1
1	93	21	942	285	1
1	97	21	942	259	1
1	99	21	942	474	1
1	103	21	942	259	1
1	108	21	942	308	1
1	109	21	942	264	1
1	113	21	942	313	1
1	116	21	942	280	1
1	117	21	942	216	1
1	118	21	942	210	1
1	119	21	942	193	1
1	122	21	942	362	1
1	126	21	942	232	1
1	127	21	942	285	1
1	140	21	942	220	1
1	146	21	942	228	1
1	147	21	942	265	1
1	155	21	942	247	1
1	159	21	942	244	1
1	167	21	942	263	1
1	178	21	942	270	1
1	179	21	942	273	1
1	180	21	942	258	1
1	188	21	942	352	1
1	189	21	942	344	1
1	192	21	942	289	1
1	201	21	942	292	1
1	202	21	942	293	1
1	205	21	942	379	1
1	207	21	942	190	1
1	214	21	942	235	1
1	215	21	942	328	1
1	218	21	942	295	1
1	222	21	942	279	1
1	228	21	942	250	1
1	236	21	942	222	1
1	237	21	942	183	3
1	248	21	942	594	1
1	256	21	942	194	1
1	257	21	942	269	1
1	258	21	942	185	1
1	260	21	942	202	1
1	271	21	942	284	1
1	272	21	942	274	1
1	284	21	942	203	1
1	289	21	942	225	1
1	296	21	942	289	1
1	299	21	942	288	1
1	300	21	942	507	1
1	303	21	942	221	1
1	304	21	942	274	1
1	306	21	942	207	1
1	313	21	942	238	1
1	316	21	942	219	1
1	319	21	942	271	1
1	321	21	942	370	1
1	322	21	942	260	1
1	329	21	942	234	1
1	330	21	942	212	1
1	332	21	942	272	1
1	335	21	942	263	1
1	344	21	942	233	1
1	346	21	942	242	1
1	347	21	942	266	1
1	348	21	942	227	1
1	351	21	942	345	1
1	356	21	942	331	1
1	357	21	942	316	1
1	368	21	942	233	1
1	372	21	942	235	1
1	379	21	942	277	1
1	386	21	942	273	1
1	390	21	942	380	1
1	397	21	942	231	1
1	406	21	942	223	1
1	408	21	942	278	1
1	415	21	942	252	1
1	419	21	942	232	1
1	423	21	942	416	1
1	432	21	942	224	1
1	433	21	942	223	1
1	437	21	942	253	1
1	447	21	942	237	1
1	448	21	942	244	1
1	453	21	942	234	1
1	454	21	942	215	1
1	457	21	942	299	1
1	467	21	942	239	1
1	471	21	942	230	1
1	478	21	942	377	1
1	484	21	942	245	1
1	508	21	942	328	1
1	511	21	942	230	1
1	514	21	942	331	1
1	517	21	942	319	1
1	521	21	942	301	1
1	523	21	942	294	1
1	530	21	942	279	1
1	23	22	941	227	1
1	27	22	941	157	1
1	30	22	941	170	1
1	36	22	941	182	1
1	37	22	941	207	1
1	38	22	941	220	1
1	40	22	941	256	1
1	42	22	941	214	1
1	45	22	941	260	1
1	46	22	941	258	1
1	59	22	941	205	1
1	61	22	941	318	1
1	68	22	941	171	1
1	70	22	941	167	1
1	76	22	941	260	1
1	79	22	941	181	1
1	80	22	941	162	1
1	81	22	941	213	1
1	83	22	941	193	1
1	102	22	941	261	1
1	107	22	941	266	1
1	110	22	941	203	1
